report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,,,,,,,,,,,,,,
3/31/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,341652466,15202080,326450386,12634693,0,12634693,0.800,-2567387,-0.16890,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,362963158,56453600,306509558,54296294,0,54296294,1.000,-2157306,-0.07990,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,373459342,56453600,317005742,57079735,0,57079735,1.000,626135,0.01690,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,377479812,81538464,295941348,90480869,0,90480869,1.100,8942405,0.19530,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,386147536,96688608,289458928,110793040,0,110793040,1.100,14104432,0.20980,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,371056582,145235808,225820773,165936938,0,165936938,1.100,20701130,0.21630,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,369750743,163094288,206656455,186422091,0,186422091,1.100,23327803,0.17400,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,366726788,193470042,173256746,213817178,0,213817178,1.100,20347136,0.11430,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,363341776,225921113,137420663,255655519,0,255655519,1.100,29734405,0.12870,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,365125304,245123680,120001624,290254350,0,290254350,1.200,45130670,0.15330,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,360899483,282558258,78341225,332099885,0,332099885,1.200,49541627,0.13660,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,363042948,282558258,80484689,380947290,0,380947290,1.300,98389032,0.21460,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,361810407,325063397,36747010,381541540,0,381541540,1.200,56478143,0.10910,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,363881213,325063397,80580045,368628626,49816499,418445125,1.300,93381728,0.15160,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,367438772,325063397,84137604,461708150,49816499,511524649,1.600,186461252,0.24670,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,371313632,325063397,88012464,576153816,75626785,651780601,2.000,326717204,0.34900,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,367460480,325063397,84159312,519337035,93068124,612405159,1.900,287341762,0.28710,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,368543150,325063397,85241982,583097764,93068124,676165889,2.100,351102492,0.30710,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,0,350000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,20016340,329983660,20016340,0,20016340,1.000,-,0.00000,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,51067431,298932569,48950986,0,48950986,1.000,-2116445,-0.07210,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,69939980,280060020,68714084,0,68714084,1.000,-1225896,-0.02770,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,64204037,232727,64436764,0.900,-4552987,-0.08710,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,63802466,232727,64035193,0.900,-4954558,-0.08360,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,56548618,232727,56781345,0.800,-12208406,-0.16220,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,65545206,232727,65777933,1.000,-3211818,-0.03470,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,72168917,277937618,68693411,625789,69319200,1.000,-2849717,-0.02580,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,72168917,284591255,82669127,7279427,89948554,1.200,17779636,0.13110,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,74952380,281807792,84883646,7423917,92307563,1.200,17355183,0.11260,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,74952380,281807792,95037446,7423917,102461363,1.400,27508983,0.15360,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2017,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,0,750000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2017,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,0,750000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2017,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,11373469,738626531,7641835,0,7641835,0.700,-3731634,-0.32810,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,87690226,663747810,89754531,0,89754531,1.000,2064305,0.08060,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,107411938,644026098,109723097,0,109723097,1.000,2311159,0.04500,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,107411938,644026098,123379949,0,123379949,1.100,15968011,0.24690,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,259427254,492234094,259272600,4944239,264216839,1.000,4789585,0.03970,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,295821102,455840246,312854996,4944239,317799235,1.100,21978133,0.11690,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,304105590,447555758,324908491,4944239,329852730,1.100,25747140,0.09760,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,339612319,415060602,362559629,4944642,367504271,1.100,27891952,0.08030,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,363420736,391252185,398595324,4944642,403539966,1.100,40119230,0.09110,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,363420736,391252185,384039659,4944642,388984301,1.100,25563565,0.04830,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,388336387,366336534,460045904,4944642,464990546,1.200,76654159,0.11890,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,408496437,357434414,575432272,10685528,586117800,1.400,177621363,0.22210,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,472837670,303495518,686419180,21087865,707507045,1.500,234669375,0.24530,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,474063622,309750943,918705221,52852913,971558134,2.000,497494512,0.40280,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,571911755,217456392,1141521447,63872761,1205394208,2.100,633482453,0.42980,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2018,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,300000000,16200000,283800000,16321312,0,16321312,1.000,121312,0.01030,Growth Equity,,,,,,,,,,,,,,
9/30/2018,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,300000000,33300000,266700000,34529086,0,34529086,1.000,1229086,0.05840,Growth Equity,,,,,,,,,,,,,,
12/31/2018,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,300000000,40500000,259500000,41164890,0,41164890,1.000,664890,0.02360,Growth Equity,,,,,,,,,,,,,,
3/31/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,41400000,308600000,42715877,0,42715877,1.000,1315877,0.04100,Growth Equity,,,,,,,,,,,,,,
6/30/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,50579402,299420598,52341693,0,52341693,1.000,1762291,0.04690,Growth Equity,,,,,,,,,,,,,,
9/30/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,65629402,284370598,69181363,0,69181363,1.100,3551961,0.06850,Growth Equity,,,,,,,,,,,,,,
12/31/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,91179402,258820598,98005227,0,98005227,1.100,6825825,0.09490,Growth Equity,,,,,,,,,,,,,,
03/31/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,93979402,256020598,99755443,0,99755443,1.100,5776041,0.06050,Growth Equity,,,,,,,,,,,,,,
06/30/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,125829402,224170598,146144633,0,146144633,1.200,20315231,0.16070,Growth Equity,,,,,,,,,,,,,,
09/30/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,155182135,194817865,289510320,0,289510320,1.900,134328185,0.70260,Growth Equity,,,,,,,,,,,,,,
12/31/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,181561934,168438066,419093284,0,419093284,2.300,237531350,0.88710,Growth Equity,,,,,,,,,,,,,,
3/31/2021,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,221994509,128005491,426084280,1220856,427305136,1.900,205310627,0.64260,Growth Equity,,,,,,,,,,,,,,
06/30/2021,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,245353516,104646484,486023073,11058864,497081937,2.000,251728421,0.62270,Growth Equity,,,,,,,,,,,,,,
3/31/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,20000000,380000000,19872333,0,19872333,1.000,-127667,-0.00640,Distressed Debt,,,,,,,,,,,,,,
6/30/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,40000000,360000000,39459997,0,39459997,1.000,-540003,-0.01810,Distressed Debt,,,,,,,,,,,,,,
9/30/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,60000000,340000000,60791014,0,60791014,1.000,791014,0.02250,Distressed Debt,,,,,,,,,,,,,,
12/31/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,140000000,260000000,147116224,0,147116224,1.100,7116224,0.12330,Distressed Debt,,,,,,,,,,,,,,
3/31/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,188000000,212000000,204212619,0,204212619,1.100,16212619,0.19300,Distressed Debt,,,,,,,,,,,,,,
6/30/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,252000000,148000000,272853607,0,272853607,1.100,20853607,0.14780,Distressed Debt,,,,,,,,,,,,,,
9/30/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,300000000,100000000,317706179,0,317706179,1.100,17706179,0.08410,Distressed Debt,,,,,,,,,,,,,,
12/31/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,320000000,80000000,330995004,0,330995004,1.000,10995004,0.03810,Distressed Debt,,,,,,,,,,,,,,
3/31/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,360000000,40000000,365238320,0,365238320,1.000,5238320,0.01420,Distressed Debt,,,,,,,,,,,,,,
6/30/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,380000000,20000000,378517051,0,378517051,1.000,-1482949,-0.00320,Distressed Debt,,,,,,,,,,,,,,
9/30/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,380000000,20000000,361995370,0,361995370,1.000,-18004630,-0.03280,Distressed Debt,,,,,,,,,,,,,,
12/31/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,375222997,0,375222997,0.900,-24777003,-0.03850,Distressed Debt,,,,,,,,,,,,,,
3/31/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,383539292,0,383539292,1.000,-16460708,-0.02210,Distressed Debt,,,,,,,,,,,,,,
6/30/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,383995763,0,383995763,1.000,-16004237,-0.01900,Distressed Debt,,,,,,,,,,,,,,
9/30/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,397230886,0,397230886,1.000,-2769114,-0.00290,Distressed Debt,,,,,,,,,,,,,,
12/31/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,411247828,0,411247828,1.000,11247828,0.01050,Distressed Debt,,,,,,,,,,,,,,
3/31/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,384101855,31871299,415973154,1.000,15973154,0.01370,Distressed Debt,,,,,,,,,,,,,,
6/30/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,367070869,59871299,426942168,1.100,26942168,0.02120,Distressed Debt,,,,,,,,,,,,,,
9/30/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,350205544,91742598,441948142,1.100,41948142,0.03050,Distressed Debt,,,,,,,,,,,,,,
12/31/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,312586318,131581722,444168040,1.100,44168040,0.03020,Distressed Debt,,,,,,,,,,,,,,
3/31/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,311278287,131581722,442860009,1.100,42860009,0.02800,Distressed Debt,,,,,,,,,,,,,,
6/30/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,322270492,131581722,453852214,1.100,53852214,0.03320,Distressed Debt,,,,,,,,,,,,,,
9/30/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,324791718,131581722,456373440,1.100,56373440,0.03310,Distressed Debt,,,,,,,,,,,,,,
12/31/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,319164051,131581722,450745773,1.100,50745773,0.02870,Distressed Debt,,,,,,,,,,,,,,
3/31/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,295789147,171581722,467370869,1.200,67370869,0.03600,Distressed Debt,,,,,,,,,,,,,,
6/30/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,309057040,171581722,480638762,1.200,80638762,0.04090,Distressed Debt,,,,,,,,,,,,,,
9/30/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,304863030,171581722,476444752,1.200,76444752,0.03770,Distressed Debt,,,,,,,,,,,,,,
12/31/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,296905465,191581722,488487187,1.200,88487187,0.04170,Distressed Debt,,,,,,,,,,,,,,
03/31/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,231828325,191581722,423410047,1.100,23410047,0.01160,Distressed Debt,,,,,,,,,,,,,,
06/30/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,256010252,191581722,447591974,1.100,47591974,0.02220,Distressed Debt,,,,,,,,,,,,,,
09/30/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,256360529,202736677,459097206,1.100,59097206,0.02650,Distressed Debt,,,,,,,,,,,,,,
12/31/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,274539631,202736677,477276308,1.200,77276308,0.03290,Distressed Debt,,,,,,,,,,,,,,
3/31/2021,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,312623069,202736677,515359746,1.300,115359746,0.04570,Distressed Debt,,,,,,,,,,,,,,
06/30/2021,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,288421671,248704502,537126173,1.300,137126173,0.05170,Distressed Debt,,,,,,,,,,,,,,
3/31/2014,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,1724465,148275535,0,0,0,0.000,-1724465,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2014,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,1724465,148275535,0,0,0,0.000,-1724465,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2014,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,24901898,125098102,20503114,737,20503851,0.800,-4398047,-0.43390,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2014,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,33193270,116806730,28556360,737,28557097,0.900,-4636173,-0.30390,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2015,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,33193270,116806730,28609399,737,28610136,0.900,-4583134,-0.20790,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2015,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,43801574,106198426,39068317,737,39069054,0.900,-4732520,-0.15180,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2015,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,60237750,89762250,57396902,737,57397639,1.000,-2840111,-0.06350,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2015,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,71619368,78380632,73181428,360893,73542321,1.000,1922953,0.03190,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2016,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,71619368,78380632,79533253,360893,79894146,1.100,8274778,0.10430,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2016,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,71619368,78380632,83826142,360893,84187035,1.200,12567667,0.12690,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2016,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,71619368,78380632,87357434,360893,87718327,1.200,16098959,0.13460,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,75089955,74910045,90282251,540117,90822368,1.200,15732413,0.11250,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,90402815,59597185,113110915,865356,113976271,1.300,23573456,0.14310,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2017,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,99380138,50619862,133446601,865356,134311957,1.400,34931819,0.17790,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2017,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,148461150,1538850,167575611,18184055,185759666,1.300,37298516,0.16720,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2017,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,140342156,9657844,169440276,18204395,187644671,1.300,47302515,0.17900,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2018,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,140342156,9657844,171896279,18204395,190100674,1.400,49758518,0.16590,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2018,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,140342156,9657844,178115986,18204395,196320381,1.400,55978225,0.16470,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
